id,name,asins,primaryCategories,doRecommend,numHelpful,rating,text,title,username,reviewer
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,should buy duracell,One Star,ByAlex Liu,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,should buy duracell,One Star,ByAlex Liu,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,Batteries popped and got acid all over.,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,Batteries popped and got acid all over.,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose.","Nope, not again",ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose.","Nope, not again",ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Alot of the batteries were dead or very weak,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Alot of the batteries were dead or very weak,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Does not last as long as the good batteries,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Does not last as long as the good batteries,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Half of the batteries received were dead and there is no replace option.,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Half of the batteries received were dead and there is no replace option.,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Hardly last as long as a stick match. Total waste of money.,Total waste of money,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Hardly last as long as a stick match. Total waste of money.,Total waste of money,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,I had to go through half of the box to find four batteries that work. Pay a little more for quality batteries that work.,Waste of money,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,I had to go through half of the box to find four batteries that work. Pay a little more for quality batteries that work.,Waste of money,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Just put them in 3 days ago and already dead. Going with the name brand next time.,Dead after 3 days,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Just put them in 3 days ago and already dead. Going with the name brand next time.,Dead after 3 days,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries are crap. Last a few days in xbox controller. Energizer lasts months. Don't waste your money.,Crap,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These batteries are crap. Last a few days in xbox controller. Energizer lasts months. Don't waste your money.,Crap,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These suck. Had for a week. Stopped working. Garbage.,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These suck. Had for a week. Stopped working. Garbage.,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Used these for 2 insta bulb lights purchased from here also and they last about a week. Crazy!!!,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Used these for 2 insta bulb lights purchased from here also and they last about a week. Crazy!!!,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Wrong Item,One Star,ByAmazon Customer,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Wrong Item,One Star,ByAmazon Customer,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,LOVE THE BATTERIES.THANKS,One Star,ByARTHUR SMALL,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,LOVE THE BATTERIES.THANKS,One Star,ByARTHUR SMALL,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,Bah,ByBeck,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,Bah,ByBeck,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",horrible batteries,Bybetheldaun,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",horrible batteries,Bybetheldaun,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Utterly worthless, no staying power.",One Star,ByBlakkie,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Utterly worthless, no staying power.",One Star,ByBlakkie,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Not good. Don't last a week.,Buy the brand names.,ByBobbyB,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Not good. Don't last a week.,Buy the brand names.,ByBobbyB,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries die very fast. These are used in a remote and I have replaced them 4 times within a year. The previous batteries lasted 3 years.,Batteries die very fast,ByBrandon,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These batteries die very fast. These are used in a remote and I have replaced them 4 times within a year. The previous batteries lasted 3 years.,Batteries die very fast,ByBrandon,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Die way too fast,One Star,ByBrian R.,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Die way too fast,One Star,ByBrian R.,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Many of the batteries are no good.,Bad quality,ByBruce,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Many of the batteries are no good.,Bad quality,ByBruce,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Defective and cheap. Only a third held any charge and those died super fast.,Defective,ByC. Brozek,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Defective and cheap. Only a third held any charge and those died super fast.,Defective,ByC. Brozek,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,theses batteries don't last very long not worth the money,One Star,ByC. LaMont,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,theses batteries don't last very long not worth the money,One Star,ByC. LaMont,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Multiple batteries leaked, ruining one toy and causing messes in other items. Poor quality.",Poor quality.,ByCaleb,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Multiple batteries leaked, ruining one toy and causing messes in other items. Poor quality.",Poor quality.,ByCaleb,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"May have been a fluke, but these lasted not even 10 minutes in two very different devices - a kid's toy and wireless mouse. Will just pay extra next time for brand name batteries.","May have been a fluke, but these lasted not ...",ByCara,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"May have been a fluke, but these lasted not even 10 minutes in two very different devices - a kid's toy and wireless mouse. Will just pay extra next time for brand name batteries.","May have been a fluke, but these lasted not ...",ByCara,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,I got a bad batch. 4 of them arrived dead. I would have sent them back but I missed my window.,DOA,ByCasey Hester,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,I got a bad batch. 4 of them arrived dead. I would have sent them back but I missed my window.,DOA,ByCasey Hester,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.,Terrible Quality,ByChristine Bichler,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.,Terrible Quality,ByChristine Bichler,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Overpriced, works about the same as raovac.",Nothing special,ByCurtis B.,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Overpriced, works about the same as raovac.",Nothing special,ByCurtis B.,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Cheap price but they sure don't last very long. I won't buy the Amazn brand again.,Disappointed,ByD. Vick,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Cheap price but they sure don't last very long. I won't buy the Amazn brand again.,Disappointed,ByD. Vick,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,They paired these with a order that uses AA,One Star,ByDeb930,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,They paired these with a order that uses AA,One Star,ByDeb930,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Bought these for my sisters day care. She said half of them did not work at all, were dead when received",Bought these for my sisters day care. She said ...,ByDebra Wagner,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Bought these for my sisters day care. She said half of them did not work at all, were dead when received",Bought these for my sisters day care. She said ...,ByDebra Wagner,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Wore out way to fast,One Star,Bydennis c billings,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Wore out way to fast,One Star,Bydennis c billings,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,I ordered a box of these AAA. When I received them none of the batteries worked in my flameless candles. I complained and Amazon sent me another box. None of those worked either So I bought some Duracell and they worked fine. I don't understand.,Won't order again.,ByDina,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,I ordered a box of these AAA. When I received them none of the batteries worked in my flameless candles. I complained and Amazon sent me another box. None of those worked either So I bought some Duracell and they worked fine. I don't understand.,Won't order again.,ByDina,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,DOA. Had to replace with other batteries. What a disappointment. Threw them away. :(,DOA,ByDMac,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,DOA. Had to replace with other batteries. What a disappointment. Threw them away. :(,DOA,ByDMac,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.,Short life batteries,ByDon,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.,Short life batteries,ByDon,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"batteries used primarily for remotes, batteries last for about 1 month",One Star,Byfred,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"batteries used primarily for remotes, batteries last for about 1 month",One Star,Byfred,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..,These r the worst batteries ever,Byfreda green,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..,These r the worst batteries ever,Byfreda green,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Worst battery I've ever used. Lasts 1/3 as long as eveready!!!,One Star,ByGEO,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Worst battery I've ever used. Lasts 1/3 as long as eveready!!!,One Star,ByGEO,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,don't last long. Replace batteries in my clock almost every 2 months.,One Star,Bygillibo,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,don't last long. Replace batteries in my clock almost every 2 months.,One Star,Bygillibo,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,I can only think of one way to describe this item...JUNK!!!,C...R....A...P!!!,Byglennon .,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,I can only think of one way to describe this item...JUNK!!!,C...R....A...P!!!,Byglennon .,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"These batteries are awful, have no power and die fast",One Star,ByGrandma Betty,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"These batteries are awful, have no power and die fast",One Star,ByGrandma Betty,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These don't last long at all.,AAA batteries.,Byirenegirl,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These don't last long at all.,AAA batteries.,Byirenegirl,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,i have allways been impressed with Amazon brand products.,ByJ. glandon,Bot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,i have allways been impressed with Amazon brand products.,ByJ. glandon,Bot
